Nombre,Latitud,Longitud,Pais,Siglas,Tipo,Poblacion
Kadogawa,32.4697,131.6489,Japón,JPN,Ciudad,17341
Sant'Elpidio a Mare,43.2295,13.6861,Italia,ITA,Ciudad,17144
Suvorov,54.1167,36.5,Rusia,RUS,Ciudad,17450
Concorezzo,45.5897,9.3359,Italia,ITA,Ciudad,15644
Pavullo nel Frignano,44.3327,10.8331,Italia,ITA,Ciudad,17361
Echt,51.1058,5.8706,Netherlands,NLD,Capital Provincia,17251
Sao Raimundo das Mangabeiras,-7.0219,-45.4808,Brasil,BRA,Ciudad,17474
Lake Mary,28.7592,-81.3359,Estados Unidos,USA,Ciudad,17479
Penugonda,16.6569,81.7461,India,IND,Ciudad,16038
Monzon,41.91,0.19,España,ESP,Ciudad,17362
Vechelde,52.2608,10.3719,Alemania,DEU,Ciudad,17247
Guaranda,8.4672,-74.5367,Colombia,COL,Capital Provincia,17422
Volgorechensk,57.4333,41.1667,Rusia,RUS,Ciudad,16539
Lakeport,39.0392,-122.9218,Estados Unidos,USA,Ciudad,17466
Porto Acre,-9.5878,-67.5328,Brasil,BRA,Ciudad,17459
Skadovsk,46.1167,32.9167,Ucrania,UKR,Capital Provincia,17344
Sigmaringen,48.0867,9.2164,Alemania,DEU,Capital Provincia,17278
Malhada,-14.3358,-43.7739,Brasil,BRA,Ciudad,17455
Saint-Lin--Laurentides,45.85,-73.7667,Canadá,CAN,Ciudad,17463
Mori,34.8356,137.9272,Japón,JPN,Ciudad,17333
Calafat,43.9858,22.9575,Rumanía,ROU,Ciudad,17336
Knik-Fairview,61.4964,-149.6535,Estados Unidos,USA,Ciudad,17457
Alcantara,12.2584,122.0543,Filipinas,PHL,Ciudad,17171
Martinsburg,39.4582,-77.9776,Estados Unidos,USA,Ciudad,17454
El Rosal,4.8519,-74.2628,Colombia,COL,Capital Provincia,17254
Bolhrad,45.6855,28.6134,Ucrania,UKR,Capital Provincia,17400
Montemor-o-Novo,38.65,-8.2167,Portugal,PRT,Capital Provincia,17437
Tinton Falls,40.2709,-74.0948,Estados Unidos,USA,Ciudad,17451
Galaz,34.5442,-4.8036,Marruecos,MAR,Ciudad,17333
Mahalandi,24.0738,88.1214,India,IND,Ciudad,16354
Freienbach,47.2047,8.7578,Suiza,CHE,Ciudad,16269
Saguday,16.5167,121.6,Filipinas,PHL,Ciudad,17137
Calayan,19.2667,121.4833,Filipinas,PHL,Ciudad,17410
Conchas,-23.0134,-48.0078,Brasil,BRA,Ciudad,17406
Puerto Aysen,-45.4068,-72.6977,Chile,CHL,Capital Provincia,17441
Kafr Zayta,35.3736,36.6017,Siria,SYR,Capital Provincia,17052
Stowbtsy,53.4833,26.7333,Bielorrusia,BLR,Ciudad,17420
Cassia,-20.5828,-46.9219,Brasil,BRA,Ciudad,17412
Nidda,50.4128,9.0092,Alemania,DEU,Ciudad,17285
Doylestown,40.2962,-75.1393,Estados Unidos,USA,Ciudad,17431
Jenison,42.9063,-85.8269,Estados Unidos,USA,Ciudad,17431
Veinticinco de Mayo,-37.771,-67.7173,Argentina,ARG,Capital Provincia,17430
Cadoneghe,45.45,11.9333,Italia,ITA,Ciudad,16176
Tapiramuta,-11.8469,-40.7908,Brasil,BRA,Ciudad,17398
Dijiasuoxiang,35.6883,105.2586,China,CHN,Ciudad,17320
Berga,42.1,1.8456,España,ESP,Ciudad,16682
Gescher,51.9569,7.0056,Alemania,DEU,Ciudad,17205
Raychikhinsk,49.8,129.4,Rusia,RUS,Ciudad,17372
Hidrolandia,-16.9619,-49.2289,Brasil,BRA,Ciudad,17398
Suesca,5.1017,-73.7981,Colombia,COL,Capital Provincia,17318
Eldorado,-26.4,-54.6333,Argentina,ARG,Capital Provincia,17365
Redland,39.1335,-77.1465,Estados Unidos,USA,Ciudad,17414
Bad Munstereifel,50.5531,6.7661,Alemania,DEU,Ciudad,17299
Manno,34.1922,133.8414,Japón,JPN,Ciudad,17324
Gennep,51.6942,5.9733,Netherlands,NLD,Capital Provincia,17071
Son en Breugel,51.5158,5.5022,Netherlands,NLD,Capital Provincia,16904
Pirapemas,-3.7269,-44.2228,Brasil,BRA,Ciudad,17381
Springfield,40.6994,-74.3253,Estados Unidos,USA,Ciudad,17406
Nizhnyaya Salda,58.0833,60.7167,Rusia,RUS,Ciudad,17373
Burlington,39.0223,-84.7217,Estados Unidos,USA,Ciudad,17401
Ibirama,-27.0569,-49.5178,Brasil,BRA,Ciudad,17330
Godfrey,38.9577,-90.2156,Estados Unidos,USA,Ciudad,17400
La Algaba,37.45,-6.0,España,ESP,Ciudad,16484
Fairview,40.1735,-76.8655,Estados Unidos,USA,Ciudad,17399
Pendleton,45.6756,-118.8209,Estados Unidos,USA,Ciudad,17398
Beaumont,53.3572,-113.4147,Canadá,CAN,Ciudad,17396
Peruwelz,50.5167,3.5833,Bélgica,BEL,Ciudad,17113
Zandvoort,52.3667,4.5333,Netherlands,NLD,Capital Provincia,17011
Rattaphum,7.1412,100.2905,Tailandia,THA,Capital Provincia,17257
Alcantara,9.9715,123.4047,Filipinas,PHL,Capital Provincia,16910
Betulia,6.1122,-75.9839,Colombia,COL,Capital Provincia,17317
Dazhangzi,40.6239,118.1081,China,CHN,Ciudad,16896
Taylor,30.5743,-97.4234,Estados Unidos,USA,Ciudad,17383
Eutin,54.1378,10.6181,Alemania,DEU,Capital Provincia,16971
Santo Antonio do Amparo,-20.9458,-44.9189,Brasil,BRA,Ciudad,17345
Pecan Grove,29.6235,-95.7331,Estados Unidos,USA,Ciudad,17380
Heilbad Heiligenstadt,51.3775,10.1344,Alemania,DEU,Capital Provincia,17105
Berezhany,49.4464,24.9436,Ucrania,UKR,Capital Provincia,17316
Milla'ab,31.4737,-4.7424,Marruecos,MAR,Ciudad,17360
Riva del Garda,45.8833,10.85,Italia,ITA,Ciudad,17370
Ustka,54.5805,16.8619,Polonia,POL,Ciudad,15812
Nederland,29.9707,-94.0015,Estados Unidos,USA,Ciudad,17371
Colonial Heights,37.265,-77.3969,Estados Unidos,USA,Ciudad,17370
Horn-Bad Meinberg,51.8833,8.9667,Alemania,DEU,Ciudad,17178
Stockerau,48.3858,16.2108,Austria,AUT,Ciudad,16916
Cosautlan,19.3333,-96.9833,México,MEX,Capital Provincia,16353
Ayacucho,-37.1525,-58.4882,Argentina,ARG,Capital Provincia,17364
G`uzor,38.6208,66.2481,Uzbekistán,UZB,Ciudad,17253
Wohlen,47.3506,8.2778,Suiza,CHE,Ciudad,16078
Ampere,-25.915,-53.4728,Brasil,BRA,Ciudad,17308
Sudipen,16.9,120.4667,Filipinas,PHL,Ciudad,17187
Portsmouth,41.5922,-71.2745,Estados Unidos,USA,Ciudad,17363
Stafford,29.6271,-95.5653,Estados Unidos,USA,Ciudad,17362
Stockach,47.8514,9.0114,Alemania,DEU,Ciudad,17114
Krasnoslobodsk,48.7,44.5667,Rusia,RUS,Ciudad,17327
Willimantic,41.7153,-72.2173,Estados Unidos,USA,Ciudad,17358
Guryevsk,54.7667,20.6,Rusia,RUS,Capital Provincia,17295
Sao Domingos do Prata,-19.865,-42.9678,Brasil,BRA,Ciudad,17327
Saviano,40.9167,14.5167,Italia,ITA,Ciudad,16182
Souto Soares,-12.0889,-41.6378,Brasil,BRA,Ciudad,17332
Gussago,45.6,10.15,Italia,ITA,Ciudad,16681
Shumikha,55.2333,63.2833,Rusia,RUS,Ciudad,17336
Muniz Freire,-20.4639,-41.4128,Brasil,BRA,Ciudad,17319
Jaguaruna,-28.615,-49.0258,Brasil,BRA,Ciudad,17290
Camocim de Sao Felix,-8.3589,-35.7619,Brasil,BRA,Ciudad,17104
Harborcreek,42.1498,-79.9501,Estados Unidos,USA,Ciudad,17340
Silver Spring,40.2503,-77.0566,Estados Unidos,USA,Ciudad,17338
Finnentrop,51.1731,7.9725,Alemania,DEU,Ciudad,17173
Schrobenhausen,48.5669,11.2583,Alemania,DEU,Ciudad,17106
Ocean Acres,39.743,-74.2804,Estados Unidos,USA,Ciudad,17333
Zarumilla,-3.5014,-80.2722,Peru,PER,Ciudad,16971
Banabuiu,-5.31,-38.9208,Brasil,BRA,Ciudad,17315
Manilva,36.3833,-5.25,España,ESP,Ciudad,16849
San Casciano in Val di Pesa,43.6569,11.1858,Italia,ITA,Ciudad,17171
Turhal,40.3871,36.0863,Turquía,TUR,Capital Provincia,17278
Burgdorf,47.0567,7.6264,Suiza,CHE,Ciudad,16280
Bareggio,45.4667,8.9833,Italia,ITA,Ciudad,17304
Leczyca,52.0583,19.2,Polonia,POL,Capital Provincia,15593
Pisaflores,21.1933,-99.005,México,MEX,Ciudad,17214
Gonegandla,15.717,77.6,India,IND,Ciudad,16691
Urandi,-14.7708,-42.655,Brasil,BRA,Ciudad,17301
Handlova,48.7272,18.7619,Eslovaquia,SVK,Ciudad,17119
La Marque,29.369,-94.9957,Estados Unidos,USA,Ciudad,17319
Heysham,54.046,-2.894,Reino Unido,GBR,Ciudad,17016
Noordwijkerhout,52.2594,4.4919,Netherlands,NLD,Capital Provincia,16605
Radzionkow Nowy,50.4016,18.901,Polonia,POL,Ciudad,15862
Kamenz,51.2667,14.1,Alemania,DEU,Ciudad,16995
Sawankhalok,17.3099,99.8263,Tailandia,THA,Capital Provincia,17148
Svalyava,48.5472,22.9861,Ucrania,UKR,Ciudad,17234
Peso da Regua,41.1632,-7.789,Portugal,PRT,Capital Provincia,17131
Konigstein im Taunus,50.1831,8.4635,Alemania,DEU,Ciudad,16648
Lattes,43.5678,3.9021,Francia,FRA,Ciudad,16710
Barbastro,42.0361,0.1264,España,ESP,Ciudad,17146
Altena,51.3,7.6667,Alemania,DEU,Ciudad,16922
Colchester,44.5545,-73.2167,Estados Unidos,USA,Ciudad,17303
Braunau am Inn,48.2583,13.0333,Austria,AUT,Capital Provincia,17095
Cruz do Espirito Santo,-7.14,-35.0858,Brasil,BRA,Ciudad,17212
Aubange,49.5667,5.805,Bélgica,BEL,Ciudad,16927
Versailles,38.0487,-84.7259,Estados Unidos,USA,Ciudad,17298
Morris,41.3749,-88.4305,Estados Unidos,USA,Ciudad,17296
Tomas Oppus,10.25,124.9833,Filipinas,PHL,Ciudad,16990
Gokarna,24.0306,88.1181,India,IND,Ciudad,16198
Damme,52.5222,8.1956,Alemania,DEU,Ciudad,17127
Lemont,41.6695,-87.9836,Estados Unidos,USA,Ciudad,17291
Kangaba,11.9333,-8.4167,Malí,MLI,Capital Provincia,17232
Gainesville,38.7931,-77.6347,Estados Unidos,USA,Ciudad,17287
Taio,-27.1158,-49.9978,Brasil,BRA,Ciudad,17260
Rentachintala,16.5524,79.5529,India,IND,Ciudad,16523
Sayre,41.9855,-76.5207,Estados Unidos,USA,Ciudad,17281
Carovigno,40.7072,17.6594,Italia,ITA,Ciudad,17120
Bad Wildungen,51.1167,9.1167,Alemania,DEU,Ciudad,17137
Tecolotlan,20.2024,-104.0504,México,MEX,Capital Provincia,17257
Podporozhye,60.9167,34.1667,Rusia,RUS,Ciudad,17270
Pecanha,-18.5489,-42.5569,Brasil,BRA,Ciudad,17260
Bermeo,43.42,-2.7264,España,ESP,Ciudad,16784
Kinel'-Cherkassy,53.45,51.4333,Rusia,RUS,Ciudad,17252
Domont,49.0275,2.3267,Francia,FRA,Ciudad,15418
Portland,27.8911,-97.3284,Estados Unidos,USA,Ciudad,17268
Bom Sucesso,-21.0328,-44.7578,Brasil,BRA,Ciudad,17243
Baymak,52.5833,58.3167,Rusia,RUS,Ciudad,17254
Erba,45.8167,9.2167,Italia,ITA,Ciudad,16346
Lindenwold,39.8172,-74.9898,Estados Unidos,USA,Ciudad,17263
Eggenstein-Leopoldshafen,49.0778,8.3925,Alemania,DEU,Ciudad,16625
Middlesex Centre,43.05,-81.45,Canadá,CAN,Ciudad,17262
Piranga,-20.685,-43.3,Brasil,BRA,Ciudad,17232
Xintangcun,23.9423,116.7865,China,CHN,Ciudad,17100
Talsint,32.5353,-3.4481,Marruecos,MAR,Ciudad,16166
Saint-Egreve,45.2317,5.6831,Francia,FRA,Ciudad,15801
Calnali,20.9,-98.5833,México,MEX,Ciudad,17163
Cesario Lange,-23.2267,-47.9531,Brasil,BRA,Ciudad,17163
Tamallalt,31.8288,-7.5262,Marruecos,MAR,Ciudad,16539
Cacimba de Dentro,-6.6419,-35.79,Brasil,BRA,Ciudad,17149
Kamavarapukota,17.0033,81.1953,India,IND,Ciudad,16790
Picarras,-26.75,-48.6667,Brasil,BRA,Ciudad,17078
Villa Isabela,19.82,-71.05,República Dominicana,DOM,Ciudad,17169
Minakami,36.6786,138.9991,Japón,JPN,Ciudad,17223
Minamichita,34.7153,136.9297,Japón,JPN,Ciudad,16805
Clive,41.6147,-93.798,Estados Unidos,USA,Ciudad,17242
Mohacs,45.9958,18.6797,Hungría,HUN,Capital Provincia,17089
Sao Joao dos Poleiros,-5.1139,-43.81,Brasil,BRA,Ciudad,17238
Cubellas,41.21,1.6736,España,ESP,Ciudad,16051
Ribeiropolis,-10.5389,-37.4361,Brasil,BRA,Ciudad,17173
Oneonta,42.4551,-75.0666,Estados Unidos,USA,Ciudad,17236
Inverness,46.2,-61.1,Canadá,CAN,Ciudad,17235
Shippensburg,40.0484,-77.5227,Estados Unidos,USA,Ciudad,17234
Ambares-et-Lagrave,44.9247,-0.4867,Francia,FRA,Ciudad,16563
Killingly,41.8311,-71.8499,Estados Unidos,USA,Ciudad,17231
Penzberg,47.75,11.3667,Alemania,DEU,Ciudad,16586
Pampa,35.5479,-100.9651,Estados Unidos,USA,Ciudad,17230
Kempele,64.9125,25.5083,Finlandia,FIN,Capital Provincia,17066
Barnia,23.7311,88.4329,India,IND,Ciudad,16350
Stockelsdorf,53.8833,10.65,Alemania,DEU,Ciudad,16926
Numbrecht,50.9053,7.5422,Alemania,DEU,Ciudad,16985
Dour,50.3979,3.7807,Bélgica,BEL,Ciudad,16716
Cajola,14.9252,-91.616,Guatemala,GTM,Capital Provincia,16751
Jicin,50.4373,15.3517,República Checa,CZE,Ciudad,16551
Tsuiki,33.6561,131.0561,Japón,JPN,Ciudad,17067
Pozoblanco,38.3833,-4.85,España,ESP,Ciudad,17156
McKinleyville,40.9488,-124.0857,Estados Unidos,USA,Ciudad,17208
Ferndale,39.1869,-76.633,Estados Unidos,USA,Ciudad,17208
Santa Maria das Barreiras,-8.855,-49.7219,Brasil,BRA,Ciudad,17206
Kozienice,51.5833,21.5667,Polonia,POL,Capital Provincia,17075
Marienberg,50.6508,13.1647,Alemania,DEU,Ciudad,17097
Condeixa-a-Nova,40.1167,-8.5,Portugal,PRT,Capital Provincia,17078
Fiorano Modenese,44.5392,10.8117,Italia,ITA,Ciudad,17099
South Ogden,41.1722,-111.9577,Estados Unidos,USA,Ciudad,17199
Elbeuf,49.2858,1.0083,Francia,FRA,Ciudad,16205
Aracagi,-6.8528,-35.3808,Brasil,BRA,Ciudad,17122
Nallihan,40.1883,31.3509,Turquía,TUR,Capital Provincia,17181
Santana do Cariri,-7.1878,-39.7369,Brasil,BRA,Ciudad,17170
Balmazujvaros,47.6167,21.35,Hungría,HUN,Capital Provincia,17109
Itirapina,-22.2528,-47.8228,Brasil,BRA,Ciudad,17160
Hayange,49.3297,6.0619,Francia,FRA,Ciudad,15888
Stony Plain,53.5264,-114.0069,Canadá,CAN,Ciudad,17189
Poing,48.1667,11.8167,Alemania,DEU,Ciudad,15953
Sedan,49.7019,4.9403,Francia,FRA,Capital Provincia,16193
Petawawa,45.9,-77.2833,Canadá,CAN,Ciudad,17187
Ramayampet,18.1166,78.4298,India,IND,Ciudad,16899
Campagna,40.6666,15.1064,Italia,ITA,Ciudad,17169
Brzesko,49.9667,20.6167,Polonia,POL,Capital Provincia,16819
Albemarle,35.3594,-80.1915,Estados Unidos,USA,Ciudad,17185
Canudos,-9.9639,-39.1639,Brasil,BRA,Ciudad,17177
Lagoa Formosa,-18.7789,-46.4078,Brasil,BRA,Ciudad,17161
Adustina,-10.5328,-38.1,Brasil,BRA,Ciudad,17153
Saluzzo,44.6453,7.4906,Italia,ITA,Ciudad,16958
Coalinga,36.143,-120.3262,Estados Unidos,USA,Ciudad,17179
Rio Pomba,-21.275,-43.1789,Brasil,BRA,Ciudad,17110
North Canton,40.8742,-81.3971,Estados Unidos,USA,Ciudad,17176
Saran,47.9514,1.8803,Francia,FRA,Ciudad,16344
Saint-Cyr-sur-Loire,47.4028,0.6781,Francia,FRA,Ciudad,15991
Borda da Mata,-22.2739,-46.165,Brasil,BRA,Ciudad,17118
Konstantinovsk,47.5833,41.1,Rusia,RUS,Capital Provincia,17160
Sidi Daoud,36.85,3.85,Argelia,DZA,Ciudad,16900
La Vista,41.1816,-96.0666,Estados Unidos,USA,Ciudad,17170
Elias Fausto,-23.0428,-47.3739,Brasil,BRA,Ciudad,17085
Nederweert,51.2828,5.7472,Netherlands,NLD,Capital Provincia,17001
Saint-Pierre-des-Corps,47.3908,0.7281,Francia,FRA,Ciudad,15766
Urucara,-2.5358,-57.76,Brasil,BRA,Ciudad,17163
Benesov,49.7817,14.687,República Checa,CZE,Ciudad,16804
Ashwaubenon,44.4796,-88.0889,Estados Unidos,USA,Ciudad,17161
Freiberg am Neckar,48.9347,9.1917,Alemania,DEU,Ciudad,15968
Gubin,51.95,14.7333,Polonia,POL,Ciudad,17150
Dilasag,16.4,122.2167,Filipinas,PHL,Ciudad,17102
Dickson,36.064,-87.3668,Estados Unidos,USA,Ciudad,17157
Kruibeke,51.1686,4.3092,Bélgica,BEL,Ciudad,16657
Kusa,55.3333,59.4333,Rusia,RUS,Ciudad,17136
Sao Vicente Ferrer,-7.5908,-35.4908,Brasil,BRA,Ciudad,17000
North Adams,42.6844,-73.1166,Estados Unidos,USA,Ciudad,17153
Manlin,23.663,101.8853,China,CHN,Ciudad,16921
Capistrano,-4.47,-38.9008,Brasil,BRA,Ciudad,17062
Jaboticatubas,-19.5139,-43.745,Brasil,BRA,Ciudad,17134
Belterra,-2.6358,-54.9369,Brasil,BRA,Ciudad,17145
Codru,46.9753,28.8194,Moldavia,MDA,Ciudad,15934
Broxburn,55.934,-3.471,Reino Unido,GBR,Ciudad,15440
Ignacio de la Llave,18.6618,-95.9721,México,MEX,Capital Provincia,17105
Amarante,-6.2408,-42.855,Brasil,BRA,Ciudad,17135
Ginatilan,9.6,123.35,Filipinas,PHL,Ciudad,16906
Waxhaw,34.9364,-80.7438,Estados Unidos,USA,Ciudad,17147
Sidi Yakoub,31.6667,-7.0667,Marruecos,MAR,Ciudad,17054
San Juan del Sur,11.25,-85.8667,Nicaragua,NIC,Capital Provincia,17104
Pinas,-3.6806,-79.6806,Ecuador,ECU,Ciudad,16981
Kezmarok,49.1383,20.4292,Eslovaquia,SVK,Capital Provincia,16481
Xixinzhuangzhen,37.0165,111.4908,China,CHN,Ciudad,16839
Castellaneta,40.6333,16.9333,Italia,ITA,Ciudad,17069
Xinlong,18.9534,108.68,China,CHN,Ciudad,17047
Zvenyhorodka,49.0833,30.9667,Ucrania,UKR,Capital Provincia,17078
North Babylon,40.7311,-73.3251,Estados Unidos,USA,Ciudad,17134
Pontalina,-17.5258,-49.4489,Brasil,BRA,Ciudad,17121
Svitavy,49.756,16.4683,República Checa,CZE,Ciudad,16601
Kunzell,50.55,9.7167,Alemania,DEU,Ciudad,16583
Palestina de los Altos,14.9333,-91.7,Guatemala,GTM,Capital Provincia,16384
Staphorst,52.6333,6.2,Netherlands,NLD,Capital Provincia,17003
Bargteheide,53.7167,10.2667,Alemania,DEU,Ciudad,16109
Kronach,50.2411,11.3281,Alemania,DEU,Capital Provincia,16874
Long'e,25.8061,109.2134,China,CHN,Ciudad,16928
Bethlehem,-28.2333,28.3,Sudáfrica,ZAF,Ciudad,16236
Eppelborn,49.4022,6.9706,Alemania,DEU,Ciudad,16767
Rotselaar,50.9511,4.7108,Bélgica,BEL,Ciudad,16678
Wadi Halfa',21.8,31.35,Sudán,SDN,Ciudad,17121
Landerneau,48.4508,-4.2494,Francia,FRA,Ciudad,15914
Bastrop,30.1118,-97.3257,Estados Unidos,USA,Ciudad,17120
San Giovanni in Fiore,39.2642,16.7003,Italia,ITA,Ciudad,17059
Navalmoral de la Mata,39.8983,-5.5403,España,ESP,Ciudad,17010
Cham,49.2183,12.6658,Alemania,DEU,Capital Provincia,16907
Podalakur,14.3667,79.7333,India,IND,Ciudad,16662
Ammon,43.4746,-111.9569,Estados Unidos,USA,Ciudad,17115
Tagounite,29.9833,-5.5667,Marruecos,MAR,Ciudad,17103
Pelham,43.0333,-79.3333,Canadá,CAN,Ciudad,17110
Bellingham,42.0777,-71.4741,Estados Unidos,USA,Ciudad,17108
Famy,14.4333,121.45,Filipinas,PHL,Ciudad,16791
Cestas,44.7444,-0.6822,Francia,FRA,Ciudad,16936
Abelardo Luz,-26.565,-52.3278,Brasil,BRA,Ciudad,17100
Resplendor,-19.3258,-41.255,Brasil,BRA,Ciudad,17089
Nova Canaa,-14.7939,-40.1419,Brasil,BRA,Ciudad,17082
Knemis Dades,31.309,-6.028,Marruecos,MAR,Ciudad,17045
Yelm,46.9398,-122.6261,Estados Unidos,USA,Ciudad,17103
Xinying,35.706,104.1824,China,CHN,Ciudad,17018
Yabuki,37.2011,140.3386,Japón,JPN,Ciudad,16823
Mula,38.0419,-1.4906,España,ESP,Ciudad,17074
Croata,-4.4,-40.9108,Brasil,BRA,Ciudad,17069
Chopadandi,18.5833,79.1667,India,IND,Ciudad,16459
Carmopolis de Minas,-20.5408,-44.635,Brasil,BRA,Ciudad,17048
Macatuba,-22.5022,-48.7114,Brasil,BRA,Ciudad,17013
Babenhausen,49.9624,8.9533,Alemania,DEU,Ciudad,16834
Schwarzenberg,50.5453,12.7792,Alemania,DEU,Ciudad,16723
Fundao,-19.9328,-40.4069,Brasil,BRA,Ciudad,17025
Martinsicuro,42.8851,13.916,Italia,ITA,Ciudad,15992
Pollensa,39.8772,3.0164,España,ESP,Ciudad,16969
Gavrilov-Yam,57.3,39.85,Rusia,RUS,Ciudad,17057
Miqiao,35.4991,108.2949,China,CHN,Ciudad,16886
Oulad Amrane,32.2833,-9.2333,Marruecos,MAR,Ciudad,16979
Parole,38.9861,-76.5519,Estados Unidos,USA,Ciudad,17074
Menzelinsk,55.7167,53.0833,Rusia,RUS,Ciudad,17055
Torre Maggiore,41.6833,15.2833,Italia,ITA,Ciudad,17069
Mauguio,43.6164,4.0075,Francia,FRA,Ciudad,16735
Filiasi,44.5539,23.529,Rumanía,ROU,Ciudad,16900
Ban Cho Ho,15.0311,102.1381,Tailandia,THA,Ciudad,16527
Agua Fria,-11.8669,-38.7669,Brasil,BRA,Ciudad,17043
Stanley,53.7145,-1.476,Reino Unido,GBR,Ciudad,15314
Preetz,54.2367,10.2822,Alemania,DEU,Ciudad,15958
Santo Tomas de Janico,19.4,-70.8,República Dominicana,DOM,Ciudad,16993
Glenvar Heights,25.709,-80.3156,Estados Unidos,USA,Ciudad,17065
Grottammare,42.9891,13.8681,Italia,ITA,Ciudad,16166
Ejea de los Caballeros,42.1292,-1.1372,España,ESP,Ciudad,17036
Turinsk,58.0333,63.7,Rusia,RUS,Ciudad,17060
Pokrov,55.9178,39.175,Rusia,RUS,Ciudad,17025
Capela,-9.4075,-36.0736,Brasil,BRA,Ciudad,16979
Palos Hills,41.6986,-87.8266,Estados Unidos,USA,Ciudad,17060
Selwyn,44.4167,-78.3333,Canadá,CAN,Ciudad,17060
Annonay,45.24,4.6708,Francia,FRA,Ciudad,16288
Seltso,53.3694,34.1,Rusia,RUS,Ciudad,16554
Zafra,38.4167,-6.4167,España,ESP,Ciudad,16786
Vedelago,45.6833,12.0167,Italia,ITA,Ciudad,16781
Sint-Kruis,51.2139,3.2503,Bélgica,BEL,Ciudad,15892
Khed,17.72,73.38,India,IND,Ciudad,16892
Diepholz,52.6072,8.3711,Alemania,DEU,Capital Provincia,16882
Camano,48.1865,-122.4708,Estados Unidos,USA,Ciudad,17042
Guadarrama,40.6728,-4.0889,España,ESP,Ciudad,16747
Dongjiangshui,33.3792,104.9516,China,CHN,Ciudad,16816
Dacaozhuang,37.5546,114.9316,China,CHN,Ciudad,16709
Guben,51.9533,14.7167,Alemania,DEU,Ciudad,16656
Retiro,6.0597,-75.5039,Colombia,COL,Capital Provincia,16974
Valencia Ec,-0.9525,-79.3531,Ecuador,ECU,Ciudad,16983
Cernavoda,44.3381,28.0336,Rumanía,ROU,Ciudad,17022
Santa Maria,-26.6833,-66.0333,Argentina,ARG,Capital Provincia,17030
Costa Marques,-12.445,-64.2272,Brasil,BRA,Ciudad,17031
Haslemere,51.09,-0.712,Reino Unido,GBR,Ciudad,16826
Liuchuan,26.6549,108.5876,China,CHN,Ciudad,16950
Saint Andrews,56.3404,-2.7955,Reino Unido,GBR,Ciudad,16680
Montagu,-33.7833,20.1167,Sudáfrica,ZAF,Ciudad,15176
Batuco,-33.2299,-70.8085,Chile,CHL,Ciudad,16784
Bytow,54.1667,17.5,Polonia,POL,Capital Provincia,16888
Ihosy,-22.3996,46.1167,Madagascar,MDG,Capital Provincia,16990
Scordia,37.3,14.85,Italia,ITA,Ciudad,16919
Streator,41.1244,-88.8296,Estados Unidos,USA,Ciudad,17021
Kompalle,17.4993,78.4583,India,IND,Ciudad,15575
Samarate,45.6167,8.7833,Italia,ITA,Ciudad,16018
Rosario Oeste,-14.8358,-56.4278,Brasil,BRA,Ciudad,17016
Wyckoff,40.9989,-74.1676,Estados Unidos,USA,Ciudad,17017
Brookfield,41.4674,-73.3923,Estados Unidos,USA,Ciudad,17016
Lentate sul Seveso,45.6784,9.1219,Italia,ITA,Ciudad,15878
Liuguoju,38.2571,110.3597,China,CHN,Ciudad,16929
San Juan Lalana,17.4667,-95.8833,México,MEX,Ciudad,16972
Ambriz,-7.85,13.1167,Angola,AGO,Ciudad,17000
Aiuaba,-6.5739,-40.1239,Brasil,BRA,Ciudad,16997
Steffisburg,46.7831,7.6333,Suiza,CHE,Ciudad,15816
Jericoacoara,-2.7939,-40.5128,Brasil,BRA,Ciudad,17002
Seeheim-Jugenheim,49.7667,8.65,Alemania,DEU,Ciudad,16411
East Lampeter,40.0375,-76.2162,Estados Unidos,USA,Ciudad,16996
Osowa,54.4272,18.4708,Polonia,POL,Ciudad,15843
Guadalupe Victoria,19.323,-97.3687,México,MEX,Ciudad,16923
Buffalo,45.1796,-93.8644,Estados Unidos,USA,Ciudad,16993
Lincoln,40.1508,-89.3721,Estados Unidos,USA,Ciudad,16993
Grangemouth,56.012,-3.717,Reino Unido,GBR,Ciudad,16650
Seara,-27.1489,-52.3108,Brasil,BRA,Ciudad,16936
Ashmyany,54.425,25.9375,Bielorrusia,BLR,Capital Provincia,16966
Areia Branca,-10.7578,-37.315,Brasil,BRA,Ciudad,16857
Grojec,51.8656,20.8675,Polonia,POL,Capital Provincia,16758
Cessnock,-32.8342,151.3555,Australia,AUS,Ciudad,15177
Sylacauga,33.1778,-86.2606,Estados Unidos,USA,Ciudad,16982
Oconomowoc,43.0995,-88.495,Estados Unidos,USA,Ciudad,16981
Giaveno,45.0333,7.35,Italia,ITA,Ciudad,16747
Azeffoun,36.8961,4.4204,Argelia,DZA,Ciudad,16847
Jilotepec,19.6113,-96.9224,México,MEX,Capital Provincia,16682
Sada,43.35,-8.25,España,ESP,Ciudad,16382
Saint-Julien-en-Genevois,46.1442,6.0842,Francia,FRA,Capital Provincia,15509
Tourlaville,49.6408,-1.5789,Francia,FRA,Ciudad,16040
Webster,42.0521,-71.8485,Estados Unidos,USA,Ciudad,16973
Fort Hunt,38.7361,-77.0589,Estados Unidos,USA,Ciudad,16973
Mateszalka,47.9431,22.3167,Hungría,HUN,Capital Provincia,16576
Loyalist,44.25,-76.75,Canadá,CAN,Ciudad,16971
Phoenixville,40.1358,-75.5201,Estados Unidos,USA,Ciudad,16968
